"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ARL","American Realty Investors, Inc.","8.867","137565830.12","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"AMRB","American River Bankshares","14.21","90823499.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","150.99","22639923315.03","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"ABCB","Ameris Bancorp","49.4","1839017307.4","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","59.65","1147905971.95","n/a","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","4","73795312","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","27.8","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","30.45","283517300.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo",
"AFSI","AmTrust Financial Services, Inc.","13.81","2704071510.63","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi",
"AFSS","AmTrust Financial Services, Inc.","25.9","0","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afss",
"AFST","AmTrust Financial Services, Inc.","26.2032","0","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afst",
"ANCB","Anchor Bancorp","24.75","61749765","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb",
"ANDA","Andina Acquisition Corp. II","10.16","53949600","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/anda",
"ANDAR","Andina Acquisition Corp. II","0.6499","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andar",
"ANDAU","Andina Acquisition Corp. II","10.95","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corp. II","0.39","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andaw",
"AON","Aon plc","146.84","37346891921.96","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon",
"APO","Apollo Global Management, LLC","30.46","12469410169.54","n/a","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/apo",
"ACGL","Arch Capital Group Ltd.","99.94","13066241548.4","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","25.29","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","24.8","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglp",
"ARES","Ares Management L.P.","18.75","3982407431.25","n/a","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/ares",
"AGII","Argo Group International Holdings, Ltd.","63","1898223201","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.263","0","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil",
"AI","Arlington Asset Investment Corp","12.71","329830448.28","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ai",
"AIC","Arlington Asset Investment Corp","24.3382","0","n/a","2015","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","24.65","0","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aiw",
"AHH","Armada Hoffler Properties, Inc.","13.93","625906117.13","n/a","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/ahh",
"AROW","Arrow Financial Corporation","34.6","481457062.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"AJG","Arthur J. Gallagher & Co.","61.76","11126928640","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","33.6","2539756699.2","n/a","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/apam",
"AHL","Aspen Insurance Holdings Limited","41.15","2462583686.25","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ahl",
"ASB","Associated Banc-Corp","24.4","3692768882.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asb",
"AC","Associated Capital Group, Inc.","37.15","886554398.45","n/a","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","96.04","5175286639.32","n/a","2004","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/aiz",
"AGO","Assured Guaranty Ltd.","37.54","4469335098.58","n/a","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ago",
"ASFI","Asta Funding, Inc.","7.65","50672184.75","n/a","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ATH","Athene Holding Ltd.","54.52","10907721535.2","n/a","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/ath",
"ATAC","Atlantic Acquisition Corp.","9.82","57667920.54","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atac",
"ATACR","Atlantic Acquisition Corp.","0.54","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atacr",
"ATACU","Atlantic Acquisition Corp.","10.2699","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atacu",
"AAME","Atlantic American Corporation","3.4","69579038.2","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","18.8","482438662.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acbi",
"ACFC","Atlantic Coast Financial Corporation","8.65","134539582.85","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"ATLC","Atlanticus Holdings Corporation","2.4","37064121.6","n/a","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc",
"AFH","Atlas Financial Holdings, Inc.","19.85","238809454.55","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","26.0016","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afhbl",
"AUBN","Auburn National Bancorporation, Inc.","35.7","130078055.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"AHPA","Avista Healthcare Public Acquisition Corp.","10","387500000","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpa",
"AHPAU","Avista Healthcare Public Acquisition Corp.","10.38","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpau",
"AHPAW","Avista Healthcare Public Acquisition Corp.","0.39","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpaw",
"AXS","Axis Capital Holdings Limited","56.11","4665814256.92","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/axs",
"BWINA","Baldwin & Lyons, Inc.","21.9453","331853907.8751","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
"BWINB","Baldwin & Lyons, Inc.","22.7","343266380.9","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb",
"BANC","Banc of California, Inc.","20.75","1045162829.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banc",
"BANF","BancFirst Corporation","57.5","3659120370","n/a","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","27.2","27200000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","8.54","56943751393.2","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bbva",
"BBD","Banco Bradesco Sa","11.43","69552391362.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbd",
"BBDO","Banco Bradesco Sa","11.09","67483466334.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbdo",
"BCH","Banco De Chile","93.29","15582423676.1","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bch",
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","29.91","1177304319.42","n/a","1992","Finance","Commercial Banks","http://www.nasdaq.com/symbol/blx",
"BSBR","Banco Santander Brasil SA","9.08","68121519600","n/a","2009","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsbr",
"BSAC","Banco Santander Chile","30.42","14331327912.72","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsac",
"SAN","Banco Santander, S.A.","6.74","108113465026.04","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/san",
"CIB","BanColombia S.A.","45.26","10883072505","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cib",
"BCTF","Bancorp 34, Inc.","14.0008","48137410.552","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bctf",
"BKJ","Bancorp of New Jersey, Inc","18.1","121398962.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bkj",
"BXS","BancorpSouth, Inc.","31.95","2908447255.35","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bxs",
"BKMU","Bank Mutual Corporation","10.25","470805593.25","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bkmu",
"BAC","Bank of America Corporation","26.21","276530710816.24","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac",
"BAC^W","Bank of America Corporation","26.92","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^w",
"BAC^Y","Bank of America Corporation","26.68","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^y",
"BOCH","Bank of Commerce Holdings (CA)","11.2","182113803.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boch",
"BOH","Bank of Hawaii Corporation","84.4","3597459523.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boh",
"BMRC","Bank of Marin Bancorp","68.95","425128531.45","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmrc",
"BMLP","Bank Of Montreal","47.868","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmlp",
"BMO","Bank Of Montreal","76.9","49885746400.4","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmo",
"NTB","Bank of N.T. Butterfield & Son Limited (The)","36.89","2013519798.36","n/a","2016","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ntb",
"BK","Bank Of New York Mellon Corporation (The)","54.47","56276018268.47","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bk",
"BNS","Bank of Nova Scotia (The)","64.21","76941908423.45","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bns",
"BKSC","Bank of South Carolina Corp.","19.1997","95614678.7973","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bksc",
"BOTJ","Bank of the James Financial Group, Inc.","14.703","64376144.508","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/botj",
"OZRK","Bank of the Ozarks","48.11","6167372590.83","n/a","1997","Finance","Major Banks","http://www.nasdaq.com/symbol/ozrk",
"BFIN","BankFinancial Corporation","16.24","295207309.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfin",
"BKU","BankUnited, Inc.","35.38","3778597161.36","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bku",
"BWFG","Bankwell Financial Group, Inc.","35.95","276255977.5","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bwfg",
"BANR","Banner Corporation","61.85","2058394657.35","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banr",
"BHB","Bar Harbor Bankshares, Inc.","30.69","473261866.11","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bhb",
"TAPR","Barclays Inverse US Treasury Composite ETN","23.34","15875868","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/tapr",
"BCS","Barclays PLC","9.98","42522322035.78","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bcs",
"DLBL","Barclays PLC","78.12","4782272.04","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl",
"BHAC","Barington/Hilco Acquisition Corp.","10.3","48926400.8","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/bhac",
"BHACR","Barington/Hilco Acquisition Corp.","0.2853","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/bhacr",
"BHACU","Barington/Hilco Acquisition Corp.","10.7","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/bhacu",
"BHACW","Barington/Hilco Acquisition Corp.","0.053","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/bhacw",
"BYBK","Bay Bancorp, Inc.","11.6","124327512.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bybk",
"BBT","BB&T Corporation","47.69","38537931468.07","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbt",
"BFR","BBVA Banco Frances S.A.","20.95","3830846985.1","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bfr",
"BBX","BBX Capital Corporation","7.4","752398966.4","n/a","2017","Finance","Real Estate","http://www.nasdaq.com/symbol/bbx",
"BCBP","BCB Bancorp, Inc. (NJ)","14.2","207067169","n/a","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bcbp",
"BSF","Bear State Financial, Inc.","10.27","387314266.17","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bsf",
"BNCL","Beneficial Bancorp, Inc.","16.8","1275703900.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bncl",
"BHLB","Berkshire Hills Bancorp, Inc.","38.35","1550225002.95","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/bhlb",
"BGCA","BGC Partners, Inc.","25.95","0","n/a","2012","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/bgca",
"BGCP","BGC Partners, Inc.","15.94","4564698141.28","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/bgcp",
"BCAC","Bison Capital Acquisition Corp.","9.86","78672318.82","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bcac",
"BCACR","Bison Capital Acquisition Corp.","0.31","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bcacr",
"BCACU","Bison Capital Acquisition Corp.","10.2965","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bcacu",
"BCACW","Bison Capital Acquisition Corp.","0.331","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/bcacw",
"HAWK","Blackhawk Network Holdings, Inc.","42.95","2433332250","n/a","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hawk",
"BLK","BlackRock, Inc.","463.22","75063830090.88","n/a","1999","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/blk",
"BCRH","Blue Capital Reinsurance Holdings Ltd.","17","148940893","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bcrh",
"BHBK","Blue Hills Bancorp, Inc.","20.25","543997782","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bhbk",
"BOFI","BofI Holding, Inc.","27.92","1777252876.88","n/a","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bofi",
"BOFIL","BofI Holding, Inc.","25.9","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bofil",
"BOKF","BOK Financial Corporation","89.71","5868505513.13","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.05","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bokfl",
"BRQS","Borqs Technologies, Inc. ","5.6","39566122.4","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/brqs",
"BRQSW","Borqs Technologies, Inc. ","0.274","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/brqsw",
"BOMN","Boston Omaha Corporation","16.38","235261304.46","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","16.6","1395771392.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfh",
"BPFHP","Boston Private Financial Holdings, Inc.","25.7","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhp",
"BPFHW","Boston Private Financial Holdings, Inc.","10","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhw",
"BLVD","Boulevard Acquisition Corp. II","10.005","462731250","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/blvd",
"BLVDU","Boulevard Acquisition Corp. II","10.3612","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/blvdu",
"BLVDW","Boulevard Acquisition Corp. II","0.75","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/blvdw",
"BDGE","Bridge Bancorp, Inc.","34.35","677114757","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bdge",
"BHF","Brighthouse Financial, Inc.","61.02","7308554928.12","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/bhf",
"BYFC","Broadway Financial Corporation","2.5","68628047.5","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/byfc",
"BPY","Brookfield Property Partners L.P.","23.72","6044567505.12","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/bpy",
"BRKL","Brookline Bancorp, Inc.","15.85","1214918968.15","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/brkl",
"BRO","Brown & Brown, Inc.","48.73","6818344190.02","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/bro",
"BMTC","Bryn Mawr Bank Corporation","44.55","757398960.45","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","30.35","294293631","n/a","2011","Finance","Major Banks","http://www.nasdaq.com/symbol/blmt",
"BY","Byline Bancorp, Inc.","20.39","597537106","n/a","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/by",
"CFFI","C&F Financial Corporation","56.7","197725544.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cffi",
"GYB","CABCO Series 2004-101 Trust","22.79","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","15.06","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfh",
"CADE","Cadence Bancorporation","22.65","1894106250","n/a","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/cade",
"CFNB","California First National Bancorp","18.4","189228157.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnb",
"CAC","Camden National Corporation","44","682568216","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cac",
"CM","Canadian Imperial Bank of Commerce","88.54","38914566195.48","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cm",
"CBF","Capital Bank Financial Corp.","41.25","2145074043.75","n/a","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/cbf",
"CCBG","Capital City Bank Group","24.19","410359522.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccbg",
"COF","Capital One Financial Corporation","87.04","42100607907.84","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/cof",
"COF^C","Capital One Financial Corporation","26.35","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cof^c",
"CFFN","Capitol Federal Financial, Inc.","14.83","2049696343.05","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffn",
"CSTR","CapStar Financial Holdings, Inc.","20.1","225956541.9","n/a","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/cstr",
"CARO","Carolina Financial Corporation","36.01","583259443.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust BancShares, Inc.","8.33","38775150.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cart",
"CARV","Carver Bancorp, Inc.","2.4851","9185145.8037","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/carv",
"CATY","Cathay General Bancorp","40.68","3286479149.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caty",
"CATYW","Cathay General Bancorp","20.3312","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/catyw",
"CBFV","CB Financial Services, Inc.","29.35","119983533.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbfv",
"CBOE","CBOE Holdings, Inc.","108.17","12199125516.82","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cboe",
"CBG","CBRE Group, Inc.","38.84","13125403905.96","n/a","2004","Finance","Real Estate","http://www.nasdaq.com/symbol/cbg",
"CSFL","CenterState Bank Corporation","26.96","1618430152.32","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/csfl",
"CFBK","Central Federal Corporation","2.49","40558556.73","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cfbk",
"CVCY","Central Valley Community Bancorp","21.61","291554988.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvcy",
"CNBKA","Century Bancorp, Inc.","83.35","464085215.15","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbka",
"CFCO","CF Corporation","11.13","934920000","n/a","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/cfco",
"CFCOU","CF Corporation","12.2","0","n/a","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/cfcou",
"CFCOW","CF Corporation","2.2","0","n/a","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/cfcow",
