"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CHNR","China Natural Resources, Inc.","2.302","57344928.632","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CHD","Church & Dwight Company, Inc.","47.45","11839204375.05","n/a","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/chd",
"CINR","Ciner Resources LP","25.28","498793663.36","n/a","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cinr",
"CLH","Clean Harbors, Inc.","56.45","3226346687","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/clh",
"CLW","Clearwater Paper Corporation","45.95","755115419.25","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/clw",
"CLF","Cleveland-Cliffs Inc.","7.1","2105192621.3","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/clf",
"CDXS","Codexis, Inc.","6.85","331022187.95","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CDE","Coeur Mining, Inc.","9.26","1680021798.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/cde",
"CMC","Commercial Metals Company","18.88","2186122600.96","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cmc",
"CMP","Compass Minerals International, Inc.","66.3","2242535045.4","n/a","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cmp",
"LODE","Comstock Mining, Inc.","0.1575","33079259.5875","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lode",
"CSTM","Constellium N.V.","11.35","1198964321.05","n/a","2013","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cstm",
"GLW","Corning Incorporated","30.09","27176795908.14","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/glw",
"CVA","Covanta Holding Corporation","15.05","1971923631.3","n/a","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/cva",
"CRWS","Crown Crafts, Inc.","6.55","65878354.2","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/crws",
"CSWI","CSW Industrials, Inc.","47.3","751500839.1","n/a","n/a","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/cswi",
"CTIB","CTI Industries Corporation","4.35","15334737.45","n/a","1997","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/ctib",
"CULP","Culp, Inc.","31.7","394384803.7","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/culp",
"UAN","CVR Partners, LP","3.31","374966640.63","n/a","2011","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/uan",
"DELT","Delta Technology Holdings Limited","1.13","10869302.76","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/delt",
"DELTW","Delta Technology Holdings Limited","0.018","0","n/a","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/deltw",
"DEL","Deltic Timber Corporation","91.93","1120347048.94","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/del",
"DNN","Denison Mine Corp","0.445","248792558.89","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/dnn",
"DDC","Dominion Diamond Corporation","14.2","1163178189.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ddc",
"UFS","Domtar Corporation","42.2","2743046588.8","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ufs",
"DWDP","DowDuPont Inc.","71.22","166367941650.84","n/a","2017","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dwdp",
"DRD","DRDGOLD Limited","3.92","169120465.92","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/drd",
"DY","Dycom Industries, Inc.","84.45","2625512919.75","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/dy",
"DD^A","E.I. du Pont de Nemours and Company","91","0","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^a",
"DD^B","E.I. du Pont de Nemours and Company","104.94","0","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^b",
"EMN","Eastman Chemical Company","91","13183997918","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/emn",
"ECL","Ecolab Inc.","131.97","38189650292.97","n/a","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ecl",
"EGO","Eldorado Gold Corporation","2.26","1794464136.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ego",
"EMES","Emerge Energy Services LP","8.29","249949982.78","n/a","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/emes",
"EMX","EMX Royalty Corporation","0.8028","63806694.1236","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/emx",
"EXK","Endeavour Silver Corporation","2.59","330112101.9","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/exk",
"UUUU","Energy Fuels Inc","1.5","107620117.5","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/uuuu",
"NPO","EnPro Industries","81.9","1746379252.8","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"EGI","Entree Resources Ltd.","0.4202","72786189.7334","n/a","2017","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/egi",
"EVA","Enviva Partners, LP","30.5","802668439","n/a","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"EVGN","Evogene Ltd.","4.51","116132360.19","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"FMSA","Fairmount Santrol Holdings Inc.","4.89","1095754001.97","n/a","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"FOE","Ferro Corporation","22.52","1884792190.44","n/a","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/foe",
"FBR","Fibria Celulose S.A.","14.65","8115142563.9","n/a","1997","Basic Industries","Paper","http://www.nasdaq.com/symbol/fbr",
"AG","First Majestic Silver Corp.","7.35","1217484605.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ag",
"FSI","Flexible Solutions International Inc.","1.72","19773104.52","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fsi",
"FTK","Flotek Industries, Inc.","4.8","275197056","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ftk",
"FLR","Fluor Corporation","42.92","6004451989.4","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/flr",
"FMC","FMC Corporation","91.16","12227144214.72","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fmc",
"FSM","Fortuna Silver Mines Inc.","4.65","741502405.95","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fsm",
"FBHS","Fortune Brands Home & Security, Inc.","65.96","10158556391.56","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/fbhs",
"FNV","Franco-Nevada Corporation","79.19","14696707859.94","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fnv",
"FCX","Freeport-McMoran, Inc.","14.33","20739914784.06","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fcx",
"FF","FutureFuel Corp.","15.51","678562034.7","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ff",
"GFA","Gafisa SA","8.8","119093700","n/a","2007","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/gfa",
"GCP","GCP Applied Technologies Inc.","31.6","2262833719.2","n/a","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gcp",
"BGC","General Cable Corporation","21","1044851073","n/a","1997","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/bgc",
"GMO","General Moly, Inc","0.37","33649001.76","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gmo",
"GEVO","Gevo, Inc.","0.705","11433692.82","n/a","2011","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gevo",
"GLT","Glatfelter","19.22","837683057.72","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/glt",
"GFI","Gold Fields Limited","4.23","3475083350.61","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gfi",
"GORO","Gold Resource Corporation","3.87","219970115.01","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/goro",
"GSV","Gold Standard Ventures Corporation","1.64","403819899.44","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/gsv",
"GG","Goldcorp Inc.","13.3","11530387904.7","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gg",
"AUMN","Golden Minerals Company","0.47","43212910.14","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aumn",
"GSS","Golden Star Resources, Ltd","0.7551","284060843.9802","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gss",
"GV","Goldfield Corporation (The)","6.1","155253259.4","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/gv",
"GRAM","Grana y Montero S.A.A.","4.91","648172821.78","n/a","2013","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gram",
"GVA","Granite Construction Incorporated","59.96","2388884587.84","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gva",
"GLDD","Great Lakes Dredge & Dock Corporation","5.3","325447401","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gldd",
"GPL","Great Panther Silver Limited","1.28","215097350.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gpl",
"GPP","Green Plains Partners LP","19.9","633081366.6","n/a","2015","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gpp",
"GPRE","Green Plains, Inc.","20.05","831756084.7","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gpre",
"SIM","Grupo Simec, S.A. de C.V.","10.24","1698847447.04","n/a","1993","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sim",
"GURE","Gulf Resources, Inc.","1.91","89381979.68","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gure",
"FUL","H. B. Fuller Company","57.13","2875514349.38","n/a","n/a","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/ful",
"HMY","Harmony Gold Mining Company Limited","1.89","826835364.81","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hmy",
"HL","Hecla Mining Company","5.31","2118789339.48","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","54.9","0","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl^b",
"HCCI","Heritage-Crystal Clean, Inc.","21.25","480562375","n/a","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci",
"HXL","Hexcel Corporation","59.28","5322076712.16","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl",
"HCLP","Hi-Crush Partners LP","9.2","837480508","n/a","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"HBM","Hudbay Minerals Inc.","7.85","2050978825.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm",
"HUN","Huntsman Corporation","27.55","7331804304.9","n/a","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun",
"HYGS","Hydrogenics Corporation","10.15","154613975.6","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"IAG","Iamgold Corporation","6.13","2848737186.05","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag",
"NGVT","Ingevity Corporation","65.67","2767343387.82","n/a","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ngvt",
"IOSP","Innospec Inc.","62.45","1507333355.35","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"IBP","Installed Building Products, Inc.","65.9","2099755422.7","n/a","2014","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/ibp",
"IFF","Internationa Flavors & Fragrances, Inc.","145.63","11501236288.05","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iff",
"IP","International Paper Company","57.45","23721972092.85","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip",
"THM","International Tower Hill Mines Ltd","0.5005","81277694.498","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/thm",
"IPI","Intrepid Potash, Inc","3.88","505311477.96","n/a","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"ICL","Israel Chemicals Shs","4.41","5628879489.87","n/a","2014","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/icl",
"JEC","Jacobs Engineering Group Inc.","58.96","7093779239.36","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/jec",
"JELD","JELD-WEN Holding, Inc.","35.79","3766533623.07","n/a","2017","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/jeld",
"KS","KapStone Paper and Packaging Corporation","22.15","2146961712.1","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ks",
"KBR","KBR, Inc.","17.88","2501055669.48","n/a","2006","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/kbr",
"KGC","Kinross Gold Corporation","4.28","5337132980.36","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kgc",
"KL","Kirkland Lake Gold Ltd.","13.94","2892923717.46","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kl",
"KLDX","Klondex Mines Ltd.","3.73","662595909.42","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kldx",
"KMG","KMG Chemicals, Inc.","54.11","643348907.39","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kmg",
"KOP","Koppers Holdings Inc.","47.85","992670308.85","n/a","2006","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/kop",
"KRA","Kraton Corporation","40.71","1270560769.11","n/a","2009","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kra",
"KRO","Kronos Worldwide Inc","24.06","2788604477.88","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kro",
"FSTR","L.B. Foster Company","24.15","249767655.9","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr",
"LAYN","Layne Christensen Company","12.86","255681902.72","n/a","1992","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/layn",
"LEN","Lennar Corporation","55.89","13105935498.42","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len",
"LEN.B","Lennar Corporation","n/a","0","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len.b",
"LMB","Limbach Holdings, Inc.","13.88","103469875.76","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/lmb",
"LPX","Louisiana-Pacific Corporation","28.05","4061560366.05","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/lpx",
"LXU","Lsb Industries Inc.","7.76","220423599.28","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxu",
"LXFR","Luxfer Holdings PLC","12.3","324720000","n/a","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxfr",
"LYB","LyondellBasell Industries NV","98.9","39145010259.4","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lyb",
"MAG","MAG Silver Corporation","12","969562788","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mag",
"MBII","Marrone Bio Innovations, Inc.","1.1","34485964.7","n/a","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mbii",
"MLM","Martin Marietta Materials, Inc.","205.95","12941834979.3","n/a","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mlm",
"MAS","Masco Corporation","39.23","12498432106.36","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/mas",
"DOOR","Masonite International Corporation","68.05","2010503633.3","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/door",
"MTZ","MasTec, Inc.","45.95","3802449299.55","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/mtz",
"MTRX","Matrix Service Company","14.1","376785727.2","n/a","1990","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/mtrx",
"MUX","McEwen Mining Inc.","2.1","693581408.1","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mux",
"MDU","MDU Resources Group, Inc.","26.6","5195096401.6","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mdu",
"MTL","Mechel PAO","5.06","1053164982.32","n/a","2004","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mtl",
"MERC","Mercer International Inc.","11.95","776956591.6","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/merc",
"MRDN","Meridian Waste Solutions, Inc","1.17","11905126.74","n/a","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/mrdn",
"MRDNW","Meridian Waste Solutions, Inc","0.18","0","n/a","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/mrdnw",
"MSB","Mesabi Trust","22.9","300448229","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/msb",
"MEOH","Methanex Corporation","49.5","4241406411","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meoh",
"MTX","Minerals Technologies Inc.","71.85","2521448862.9","n/a","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/mtx",
"MON","Monsanto Company","119.73","52600146741.09","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
